source_part,sample_id,source_video,word_id,label,label_idx,real,actor_id,view,split,n_frames,valid_frames,valid_ratio,feature_dim,seq_len,layout,normalization,run_id
FILE04,NIA_SL_WORD1197_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1197_REAL02_F.mp4,WORD1197,배고프다,3,FILE04,2,F,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1197_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1197_REAL02_L.mp4,WORD1197,배고프다,3,FILE04,2,L,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1197_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1197_REAL02_R.mp4,WORD1197,배고프다,3,FILE04,2,R,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1197_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1197_REAL02_U.mp4,WORD1197,배고프다,3,FILE04,2,U,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1243_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1243_REAL02_D.mp4,WORD1243,우유,6,FILE04,2,D,train,91,91,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1243_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1243_REAL02_F.mp4,WORD1243,우유,6,FILE04,2,F,train,91,91,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1243_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1243_REAL02_L.mp4,WORD1243,우유,6,FILE04,2,L,train,91,91,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1243_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1243_REAL02_R.mp4,WORD1243,우유,6,FILE04,2,R,train,91,91,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1243_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1243_REAL02_U.mp4,WORD1243,우유,6,FILE04,2,U,train,91,91,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1290_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1290_REAL02_D.mp4,WORD1290,감사,1,FILE04,2,D,train,108,108,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1290_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1290_REAL02_F.mp4,WORD1290,감사,1,FILE04,2,F,train,108,108,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1290_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1290_REAL02_L.mp4,WORD1290,감사,1,FILE04,2,L,train,108,108,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1290_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1290_REAL02_R.mp4,WORD1290,감사,1,FILE04,2,R,train,108,108,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1290_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1290_REAL02_U.mp4,WORD1290,감사,1,FILE04,2,U,train,108,108,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1345_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1345_REAL02_D.mp4,WORD1345,가다,0,FILE04,2,D,train,104,104,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1345_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1345_REAL02_F.mp4,WORD1345,가다,0,FILE04,2,F,train,104,104,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1345_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1345_REAL02_L.mp4,WORD1345,가다,0,FILE04,2,L,train,104,104,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1345_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1345_REAL02_R.mp4,WORD1345,가다,0,FILE04,2,R,train,104,104,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1345_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1345_REAL02_U.mp4,WORD1345,가다,0,FILE04,2,U,train,104,104,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1377_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1377_REAL02_D.mp4,WORD1377,자다,7,FILE04,2,D,train,109,109,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1377_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1377_REAL02_F.mp4,WORD1377,자다,7,FILE04,2,F,train,109,109,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1377_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1377_REAL02_L.mp4,WORD1377,자다,7,FILE04,2,L,train,109,109,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1377_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1377_REAL02_R.mp4,WORD1377,자다,7,FILE04,2,R,train,109,109,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1377_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1377_REAL02_U.mp4,WORD1377,자다,7,FILE04,2,U,train,109,109,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1378_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1378_REAL02_D.mp4,WORD1378,자다,7,FILE04,2,D,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1378_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1378_REAL02_F.mp4,WORD1378,자다,7,FILE04,2,F,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1378_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1378_REAL02_L.mp4,WORD1378,자다,7,FILE04,2,L,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1378_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1378_REAL02_R.mp4,WORD1378,자다,7,FILE04,2,R,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1378_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1378_REAL02_U.mp4,WORD1378,자다,7,FILE04,2,U,train,106,106,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1381_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1381_REAL02_D.mp4,WORD1381,괜찮다,2,FILE04,2,D,train,94,94,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1381_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1381_REAL02_F.mp4,WORD1381,괜찮다,2,FILE04,2,F,train,94,94,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1381_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1381_REAL02_L.mp4,WORD1381,괜찮다,2,FILE04,2,L,train,94,94,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1381_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1381_REAL02_R.mp4,WORD1381,괜찮다,2,FILE04,2,R,train,94,94,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1381_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1381_REAL02_U.mp4,WORD1381,괜찮다,2,FILE04,2,U,train,94,94,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1496_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1496_REAL02_D.mp4,WORD1496,병원,4,FILE04,2,D,train,97,97,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1496_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1496_REAL02_F.mp4,WORD1496,병원,4,FILE04,2,F,train,97,97,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1496_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1496_REAL02_L.mp4,WORD1496,병원,4,FILE04,2,L,train,97,97,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1496_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1496_REAL02_R.mp4,WORD1496,병원,4,FILE04,2,R,train,97,97,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE04,NIA_SL_WORD1496_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE04\NIA_SL_WORD1496_REAL02_U.mp4,WORD1496,병원,4,FILE04,2,U,train,97,97,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE04
FILE05,NIA_SL_WORD1544_FILE05_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE05\NIA_SL_WORD1544_FILE05_D.mp4,WORD1544,자다,7,FILE05,3,D,train,99,99,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE05
FILE05,NIA_SL_WORD1544_FILE05_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE05\NIA_SL_WORD1544_FILE05_F.mp4,WORD1544,자다,7,FILE05,3,F,train,99,99,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE05
FILE05,NIA_SL_WORD1544_FILE05_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE05\NIA_SL_WORD1544_FILE05_L.mp4,WORD1544,자다,7,FILE05,3,L,train,99,99,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE05
FILE05,NIA_SL_WORD1544_FILE05_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE05\NIA_SL_WORD1544_FILE05_R.mp4,WORD1544,자다,7,FILE05,3,R,train,99,99,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE05
FILE05,NIA_SL_WORD1544_FILE05_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE05\NIA_SL_WORD1544_FILE05_U.mp4,WORD1544,자다,7,FILE05,3,U,train,99,99,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE05
FILE06,NIA_SL_WORD0815_FILE05_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE06\NIA_SL_WORD0815_FILE05_D.mp4,WORD0815,우유,6,FILE06,3,D,train,155,155,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE06
FILE06,NIA_SL_WORD0815_FILE05_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE06\NIA_SL_WORD0815_FILE05_F.mp4,WORD0815,우유,6,FILE06,3,F,train,155,155,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE06
FILE06,NIA_SL_WORD0815_FILE05_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE06\NIA_SL_WORD0815_FILE05_L.mp4,WORD0815,우유,6,FILE06,3,L,train,155,155,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE06
FILE06,NIA_SL_WORD0815_FILE05_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\FILE06\NIA_SL_WORD0815_FILE05_R.mp4,WORD0815,우유,6,FILE06,3,R,train,155,155,1,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,FILE06
