source_part,sample_id,source_video,word_id,label,label_idx,real,actor_id,view,split,n_frames,valid_frames,valid_ratio,feature_dim,seq_len,layout,normalization,run_id
REAL02-1,NIA_SL_WORD0003_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0003_REAL02_D.mp4,WORD0003,괜찮다,2,REAL04,02,D,train,103,103,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0003_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0003_REAL02_F.mp4,WORD0003,괜찮다,2,REAL04,02,F,train,103,103,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0003_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0003_REAL02_L.mp4,WORD0003,괜찮다,2,REAL04,02,L,train,103,103,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0003_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0003_REAL02_R.mp4,WORD0003,괜찮다,2,REAL04,02,R,train,103,103,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0003_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0003_REAL02_U.mp4,WORD0003,괜찮다,2,REAL04,02,U,train,103,103,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0004_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0004_REAL02_D.mp4,WORD0004,배고프다,3,REAL04,02,D,test,136,136,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0004_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0004_REAL02_F.mp4,WORD0004,배고프다,3,REAL04,02,F,test,136,136,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0004_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0004_REAL02_L.mp4,WORD0004,배고프다,3,REAL04,02,L,test,136,136,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0004_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0004_REAL02_R.mp4,WORD0004,배고프다,3,REAL04,02,R,test,136,136,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0004_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0004_REAL02_U.mp4,WORD0004,배고프다,3,REAL04,02,U,test,136,136,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0005_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0005_REAL02_D.mp4,WORD0005,병원,4,REAL04,02,D,test,158,158,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0005_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0005_REAL02_F.mp4,WORD0005,병원,4,REAL04,02,F,test,158,158,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0005_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0005_REAL02_L.mp4,WORD0005,병원,4,REAL04,02,L,test,158,158,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0005_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0005_REAL02_R.mp4,WORD0005,병원,4,REAL04,02,R,test,158,158,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0005_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0005_REAL02_U.mp4,WORD0005,병원,4,REAL04,02,U,test,158,158,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0006_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0006_REAL02_D.mp4,WORD0006,아프다,5,REAL04,02,D,train,185,185,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0006_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0006_REAL02_F.mp4,WORD0006,아프다,5,REAL04,02,F,train,185,185,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0006_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0006_REAL02_L.mp4,WORD0006,아프다,5,REAL04,02,L,train,185,185,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0006_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0006_REAL02_R.mp4,WORD0006,아프다,5,REAL04,02,R,train,185,185,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0006_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0006_REAL02_U.mp4,WORD0006,아프다,5,REAL04,02,U,train,185,185,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0007_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0007_REAL02_D.mp4,WORD0007,우유,6,REAL04,02,D,val,188,188,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0007_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0007_REAL02_F.mp4,WORD0007,우유,6,REAL04,02,F,val,188,188,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0007_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0007_REAL02_L.mp4,WORD0007,우유,6,REAL04,02,L,val,188,188,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0007_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0007_REAL02_R.mp4,WORD0007,우유,6,REAL04,02,R,val,188,188,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0007_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0007_REAL02_U.mp4,WORD0007,우유,6,REAL04,02,U,val,188,188,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0008_REAL02_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0008_REAL02_D.mp4,WORD0008,자다,7,REAL04,02,D,train,175,175,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0008_REAL02_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0008_REAL02_F.mp4,WORD0008,자다,7,REAL04,02,F,train,175,175,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0008_REAL02_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0008_REAL02_L.mp4,WORD0008,자다,7,REAL04,02,L,train,175,175,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0008_REAL02_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0008_REAL02_R.mp4,WORD0008,자다,7,REAL04,02,R,train,175,175,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL02-1,NIA_SL_WORD0008_REAL02_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL04\NIA_SL_WORD0008_REAL02_U.mp4,WORD0008,자다,7,REAL04,02,U,train,175,175,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL04
REAL03,NIA_SL_WORD1501_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1501_REAL03_D.mp4,WORD1501,가다,0,REAL05,03,D,train,131,131,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1501_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1501_REAL03_F.mp4,WORD1501,가다,0,REAL05,03,F,train,131,131,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1501_REAL03_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1501_REAL03_L.mp4,WORD1501,가다,0,REAL05,03,L,train,131,131,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1501_REAL03_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1501_REAL03_R.mp4,WORD1501,가다,0,REAL05,03,R,train,131,131,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1501_REAL03_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1501_REAL03_U.mp4,WORD1501,가다,0,REAL05,03,U,train,131,131,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1502_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1502_REAL03_D.mp4,WORD1502,감사,1,REAL05,03,D,train,106,106,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1502_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1502_REAL03_F.mp4,WORD1502,감사,1,REAL05,03,F,train,106,106,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1502_REAL03_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1502_REAL03_L.mp4,WORD1502,감사,1,REAL05,03,L,train,106,106,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1502_REAL03_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1502_REAL03_R.mp4,WORD1502,감사,1,REAL05,03,R,train,106,106,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1502_REAL03_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1502_REAL03_U.mp4,WORD1502,감사,1,REAL05,03,U,train,106,106,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1503_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1503_REAL03_D.mp4,WORD1503,괜찮다,2,REAL05,03,D,val,112,112,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1503_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1503_REAL03_F.mp4,WORD1503,괜찮다,2,REAL05,03,F,val,112,112,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1503_REAL03_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1503_REAL03_L.mp4,WORD1503,괜찮다,2,REAL05,03,L,val,112,112,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1503_REAL03_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1503_REAL03_R.mp4,WORD1503,괜찮다,2,REAL05,03,R,val,112,112,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1503_REAL03_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1503_REAL03_U.mp4,WORD1503,괜찮다,2,REAL05,03,U,val,112,112,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1504_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1504_REAL03_D.mp4,WORD1504,배고프다,3,REAL05,03,D,train,127,127,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1504_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1504_REAL03_F.mp4,WORD1504,배고프다,3,REAL05,03,F,train,127,127,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1504_REAL03_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1504_REAL03_L.mp4,WORD1504,배고프다,3,REAL05,03,L,train,127,127,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1504_REAL03_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1504_REAL03_R.mp4,WORD1504,배고프다,3,REAL05,03,R,train,127,127,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1504_REAL03_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1504_REAL03_U.mp4,WORD1504,배고프다,3,REAL05,03,U,train,127,127,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1505_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1505_REAL03_D.mp4,WORD1505,병원,4,REAL05,03,D,train,94,94,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1505_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1505_REAL03_F.mp4,WORD1505,병원,4,REAL05,03,F,train,94,94,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1505_REAL03_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1505_REAL03_L.mp4,WORD1505,병원,4,REAL05,03,L,train,94,94,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1505_REAL03_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1505_REAL03_R.mp4,WORD1505,병원,4,REAL05,03,R,train,94,94,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1505_REAL03_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1505_REAL03_U.mp4,WORD1505,병원,4,REAL05,03,U,train,94,94,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1506_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1506_REAL03_D.mp4,WORD1506,아프다,5,REAL05,03,D,train,109,109,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1506_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1506_REAL03_F.mp4,WORD1506,아프다,5,REAL05,03,F,train,109,109,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1506_REAL03_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1506_REAL03_L.mp4,WORD1506,아프다,5,REAL05,03,L,train,109,109,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1506_REAL03_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1506_REAL03_R.mp4,WORD1506,아프다,5,REAL05,03,R,train,109,109,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1506_REAL03_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1506_REAL03_U.mp4,WORD1506,아프다,5,REAL05,03,U,train,109,109,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1507_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1507_REAL03_D.mp4,WORD1507,우유,6,REAL05,03,D,train,97,97,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1507_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1507_REAL03_F.mp4,WORD1507,우유,6,REAL05,03,F,train,97,97,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1507_REAL03_L,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1507_REAL03_L.mp4,WORD1507,우유,6,REAL05,03,L,train,97,97,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1507_REAL03_R,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1507_REAL03_R.mp4,WORD1507,우유,6,REAL05,03,R,train,97,97,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1507_REAL03_U,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1507_REAL03_U.mp4,WORD1507,우유,6,REAL05,03,U,train,97,97,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1508_REAL03_D,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1508_REAL03_D.mp4,WORD1508,자다,7,REAL05,03,D,train,93,93,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
REAL03,NIA_SL_WORD1508_REAL03_F,C:\Users\82102_asozp43\OneDrive\바탕 화면\REAL_PIPELINE_CMD_CLEAN_V3\data\shards\REAL05\NIA_SL_WORD1508_REAL03_F.mp4,WORD1508,자다,7,REAL05,03,F,train,93,93,1.000000,225,32,mediapipe_xyz,shoulder-center + shoulder-width scale,REAL05
